"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","age","gender","gender_factor","time_estimate.1","time_estimate.2","uncertainty","confidence_other","confidence_self_category","confidence_self","social_confidence_factor","norm1","std_error","under","under_factor","copy","stay","diff_conf","heuristic","heuristic_f","interaction","interaction_f","linetype","experiment"
54,68,62,1,98,85,-0.352941176470588,9,6,7,3,45,1,"female",8,9,"Low","High",2,"Medium","7",0.693877551020408,-0.189615221893448,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
54,20,43,0,62,24,5.75,10,7,10,3,45,1,"female",11,10,"High","High",3,"High","10",0.32258064516129,-0.560912127752566,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1"
54,82,61,1,93,98,-1.3125,11,9,8,3,45,1,"female",7,11,"Low","High",3,"High","8",0.881720430107527,-0.0017723428063291,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
54,74,47,0,84,89,-1.8,12,7,1,1,45,1,"female",9,11,"High","Low",3,"High","1",0.880952380952381,-0.00254039196147504,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
54,82,69,1,58,66,0.8125,13,9,8,3,45,1,"female",6,10,"Low","High",3,"High","8",1.41379310344828,0.53030033053442,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
54,35,41,0,79,54,0.315789473684211,14,8,1,1,45,1,"female",9,9,"High","Low",3,"High","1",0.443037974683544,-0.440454798230312,-1,"underestimate",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
54,56,63,1,57,67,0.636363636363636,15,8,5,2,45,1,"female",7,11,"Low","Medium",3,"High","5",0.982456140350877,0.0989633674370212,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
54,37,30,0,94,46,-0.777777777777778,16,8,6,2,45,1,"female",10,9,"High","Medium",3,"High","6",0.393617021276596,-0.48987575163726,-1,"underestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
54,74,60,1,44,58,0.875,17,9,4,1,45,1,"female",6,10,"Low","Low",3,"High","4",1.68181818181818,0.798325408904326,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
54,76,56,0,76,64,1.66666666666667,18,8,1,1,45,1,"female",5,10,"High","Low",3,"High","1",1,0.116507227086144,0,"correct",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
54,51,47,0,98,61,-0.4,19,8,1,1,45,1,"female",9,10,"High","Low",3,"High","1",0.520408163265306,-0.36308460964855,-1,"underestimate",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
54,72,80,1,62,57,-0.533333333333333,20,9,7,3,45,1,"female",6,11,"Low","High",3,"High","7",1.16129032258065,0.277797549666789,1,"overestimate",0,0,-2,2,"Compromise",4,"HH","1","Experiment 1"
55,79,86,1,93,110,0.225806451612903,1,7,4,1,29,1,"female",6,13,"Low","Low",3,"High","4",0.849462365591398,-0.0340304073224581,-1,"underestimate",0,0,-3,2,"Compromise",3,"HL","3","Experiment 1"
55,73,74,0,84,87,0.0714285714285714,2,7,7,3,29,1,"female",10,11,"High","High",3,"High","7",0.869047619047619,-0.0144451538662369,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
55,25,26,0,58,30,0.2,3,9,1,1,29,1,"female",10,13,"High","Low",3,"High","1",0.431034482758621,-0.452458290155235,-1,"underestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
55,97,95,1,79,77,0.1,4,8,5,2,29,1,"female",6,9,"Low","Medium",3,"High","5",1.22784810126582,0.344355328351967,1,"overestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
55,99,87,1,57,79,0.6,5,6,10,3,29,1,"female",6,9,"Low","High",2,"Medium","10",1.73684210526316,0.853349332349302,1,"overestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
55,45,46,0,94,55,0.1,6,8,2,1,29,1,"female",9,9,"High","Low",3,"High","2",0.478723404255319,-0.404769368658537,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
55,64,59,1,44,50,0.357142857142857,7,9,9,3,29,1,"female",7,9,"Low","High",3,"High","9",1.45454545454545,0.571052681631599,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
55,65,69,0,76,79,0.285714285714286,8,7,2,1,29,1,"female",6,7,"High","Low",3,"High","2",0.855263157894737,-0.0282296150191191,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
55,89,97,0,98,102,0.615384615384615,9,6,1,1,29,1,"female",6,9,"High","Low",2,"Medium","1",0.908163265306122,0.0246704923922665,-1,"underestimate",0,0,-5,2,"Compromise",NA,NA,NA,"Experiment 1"
55,18,22,0,62,35,0.235294117647059,10,9,5,2,29,1,"female",11,8,"High","Medium",3,"High","5",0.290322580645161,-0.593170192268695,-1,"underestimate",0,0,-4,2,"Compromise",NA,NA,NA,"Experiment 1"
55,40,36,0,93,47,-0.571428571428571,11,8,2,1,29,1,"female",10,8,"High","Low",3,"High","2",0.43010752688172,-0.453385246032136,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
55,97,92,1,84,78,0.263157894736842,12,5,2,1,29,1,"female",7,16,"Low","Low",2,"Medium","2",1.1547619047619,0.271269131848049,1,"overestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
55,97,89,1,58,80,0.470588235294118,13,7,8,3,29,1,"female",8,7,"Low","High",3,"High","8",1.67241379310345,0.788921020189592,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
55,86,77,1,79,65,0.428571428571429,14,4,6,2,29,1,"female",6,9,"Low","Medium",1,"Low","6",1.08860759493671,0.205114822022853,1,"overestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
55,47,30,0,57,55,-2.125,15,8,7,3,29,1,"female",7,14,"High","High",3,"High","7",0.824561403508772,-0.058931369405084,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
55,68,74,1,94,82,0.428571428571429,16,7,7,3,29,1,"female",7,7,"Low","High",3,"High","7",0.723404255319149,-0.160088517594707,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
55,25,11,0,44,31,-2.33333333333333,17,6,1,1,29,1,"female",8,11,"High","Low",2,"Medium","1",0.568181818181818,-0.315310954732038,-1,"underestimate",0,0,-5,2,"Compromise",NA,NA,NA,"Experiment 1"
55,59,63,0,76,70,0.363636363636364,18,6,10,3,29,1,"female",6,7,"High","High",2,"Medium","10",0.776315789473684,-0.107176983440172,-1,"underestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
55,99,91,1,98,85,0.571428571428571,19,8,7,3,29,1,"female",6,7,"Low","High",3,"High","7",1.01020408163265,0.126711308718797,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
55,84,76,1,62,61,0.347826086956522,20,7,6,2,29,1,"female",7,8,"Low","Medium",3,"High","6",1.35483870967742,0.471345936763563,1,"overestimate",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
56,73,73,1,93,67,0,1,4,3,1,29,2,"male",2,10,"Low","Low",1,"Low","3",0.78494623655914,-0.0985465363547162,-1,"underestimate",0,1,-1,1,"Stay",1,"LL","11","Experiment 1"
56,35,36,0,84,41,0.166666666666667,2,5,6,2,29,2,"male",4,4,"High","Medium",2,"Medium","6",0.416666666666667,-0.466826106247189,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
56,59,54,1,58,49,0.5,3,8,3,1,29,2,"male",3,4,"Low","Low",3,"High","3",1.01724137931034,0.133748606396489,1,"overestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
56,102,89,1,79,81,0.619047619047619,4,7,7,3,29,2,"male",2,4,"Low","High",3,"High","7",1.29113924050633,0.407646467592473,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
56,69,67,0,57,55,0.142857142857143,5,5,7,3,29,2,"male",3,3,"High","High",2,"Medium","7",1.21052631578947,0.327033542875618,1,"overestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
56,70,78,1,94,84,0.571428571428571,6,4,8,3,29,2,"male",4,4,"Low","High",1,"Low","8",0.74468085106383,-0.138811921850026,-1,"underestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
56,42,41,1,44,50,-0.125,7,5,9,3,29,2,"male",3,4,"Low","High",2,"Medium","9",0.954545454545455,0.0710526816315986,-1,"underestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
56,48,50,0,76,59,0.181818181818182,8,5,6,2,29,2,"male",3,4,"High","Medium",2,"Medium","6",0.631578947368421,-0.251913825545435,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
56,82,82,0,98,100,0,9,7,9,3,29,2,"male",3,4,"High","High",3,"High","9",0.836734693877551,-0.0467580790363049,-1,"underestimate",0,1,2,1,"Stay",4,"HH","1","Experiment 1"
56,54,53,0,62,64,-0.1,10,2,3,1,29,2,"male",2,4,"High","Low",1,"Low","3",0.870967741935484,-0.0125250309783721,-1,"underestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
56,52,53,0,93,64,0.0833333333333333,11,5,7,3,29,2,"male",3,3,"High","High",2,"Medium","7",0.559139784946237,-0.324352987967619,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
56,42,42,0,84,50,0,12,5,10,3,29,2,"male",3,4,"High","High",2,"Medium","10",0.5,-0.383492772913856,-1,"underestimate",0,1,5,1,"Stay",NA,NA,NA,"Experiment 1"
56,31,30,1,58,40,-0.111111111111111,13,7,6,2,29,2,"male",3,4,"Low","Medium",3,"High","6",0.53448275862069,-0.349010014293166,-1,"underestimate",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
56,57,58,1,79,68,0.0909090909090909,14,6,1,1,29,2,"male",3,3,"Low","Low",2,"Medium","1",0.721518987341772,-0.161973785572084,-1,"underestimate",0,0,-5,2,"Compromise",NA,NA,NA,"Experiment 1"
56,48,49,0,57,59,0.0909090909090909,15,6,6,2,29,2,"male",3,4,"High","Medium",2,"Medium","6",0.842105263157895,-0.0413875097559613,-1,"underestimate",0,0,0,2,"Compromise",NA,NA,NA,"Experiment 1"
56,80,80,1,94,90,0,16,5,3,1,29,2,"male",5,3,"Low","Low",2,"Medium","3",0.851063829787234,-0.0324289431266219,-1,"underestimate",0,1,-2,1,"Stay",NA,NA,NA,"Experiment 1"
56,35,35,0,44,42,0,17,5,4,1,29,2,"male",5,4,"High","Low",2,"Medium","4",0.795454545454545,-0.0880382274593106,-1,"underestimate",0,1,-1,1,"Stay",NA,NA,NA,"Experiment 1"
56,66,67,1,76,79,0.0769230769230769,18,8,2,1,29,2,"male",3,3,"Low","Low",3,"High","2",0.868421052631579,-0.015071720282277,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
56,51,53,0,98,61,0.2,19,4,1,1,29,2,"male",3,3,"High","Low",1,"Low","1",0.520408163265306,-0.36308460964855,-1,"underestimate",0,0,-3,2,"Compromise",1,"LL","11","Experiment 1"
56,62,58,1,62,73,-0.363636363636364,20,1,8,3,29,2,"male",2,3,"Low","High",1,"Low","8",1,0.116507227086144,0,"correct",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
57,36,36,1,93,43,0,1,7,8,3,35,1,"female",7,12,"Low","High",3,"High","8",0.387096774193548,-0.496395998720308,-1,"underestimate",0,1,1,1,"Stay",4,"HH","1","Experiment 1"
57,98,98,0,84,78,0,2,6,2,1,35,1,"female",25,8,"High","Low",2,"Medium","2",1.16666666666667,0.283173893752811,1,"overestimate",0,1,-4,1,"Stay",NA,NA,NA,"Experiment 1"
57,67,67,0,58,53,0,3,6,6,2,35,1,"female",9,4,"High","Medium",2,"Medium","6",1.1551724137931,0.271679640879247,1,"overestimate",0,1,0,1,"Stay",NA,NA,NA,"Experiment 1"
57,47,48,0,79,55,0.125,4,6,10,3,35,1,"female",5,6,"High","High",2,"Medium","10",0.594936708860759,-0.288556064053097,-1,"underestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
57,60,59,1,57,49,0.0909090909090909,5,6,9,3,35,1,"female",5,5,"Low","High",2,"Medium","9",1.05263157894737,0.169138806033512,1,"overestimate",0,0,3,2,"Compromise",NA,NA,NA,"Experiment 1"
57,51,51,0,94,61,0,6,5,3,1,35,1,"female",6,6,"High","Low",2,"Medium","3",0.542553191489362,-0.340939581424494,-1,"underestimate",0,1,-2,1,"Stay",NA,NA,NA,"Experiment 1"
57,37,38,1,44,44,0.142857142857143,7,4,7,3,35,1,"female",6,8,"Low","High",1,"Low","7",0.840909090909091,-0.042583682004765,-1,"underestimate",0,0,3,2,"Compromise",2,"LH","88","Experiment 1"
57,55,55,0,76,61,0,8,7,6,2,35,1,"female",5,4,"High","Medium",3,"High","6",0.723684210526316,-0.15980856238754,-1,"underestimate",0,1,-1,1,"Stay",NA,NA,NA,"Experiment 1"
57,72,74,1,98,85,0.153846153846154,9,8,7,3,35,1,"female",4,5,"Low","High",3,"High","7",0.73469387755102,-0.148798895362836,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
57,58,58,1,62,70,0,10,8,3,1,35,1,"female",5,6,"Low","Low",3,"High","3",0.935483870967742,0.0519910980538859,-1,"underestimate",0,1,-5,1,"Stay",3,"HL","3","Experiment 1"
57,77,77,0,93,92,0,11,6,6,2,35,1,"female",4,6,"High","Medium",2,"Medium","6",0.827956989247312,-0.0555357836665441,-1,"underestimate",0,1,0,1,"Stay",NA,NA,NA,"Experiment 1"
57,97,97,0,84,78,0,12,5,2,1,35,1,"female",6,6,"High","Low",2,"Medium","2",1.1547619047619,0.271269131848049,1,"overestimate",0,1,-3,1,"Stay",NA,NA,NA,"Experiment 1"
57,46,46,1,58,53,0,13,5,8,3,35,1,"female",2,4,"Low","High",2,"Medium","8",0.793103448275862,-0.0903893246379939,-1,"underestimate",0,1,3,1,"Stay",NA,NA,NA,"Experiment 1"
57,75,75,1,79,93,0,14,4,4,1,35,1,"female",4,3,"Low","Low",1,"Low","4",0.949367088607595,0.0658743156937389,-1,"underestimate",0,1,0,1,"Stay",1,"LL","11","Experiment 1"
57,49,49,0,57,58,0,15,6,1,1,35,1,"female",5,4,"High","Low",2,"Medium","1",0.859649122807018,-0.0238436501068384,-1,"underestimate",0,1,-5,1,"Stay",NA,NA,NA,"Experiment 1"
57,85,85,1,94,103,0,16,8,7,3,35,1,"female",3,3,"Low","High",3,"High","7",0.904255319148936,0.0207625462350802,-1,"underestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
57,41,41,1,44,49,0,17,6,3,1,35,1,"female",4,4,"Low","Low",2,"Medium","3",0.931818181818182,0.0483254089043258,-1,"underestimate",0,1,-3,1,"Stay",NA,NA,NA,"Experiment 1"
57,67,67,1,76,79,0,18,8,2,1,35,1,"female",4,4,"Low","Low",3,"High","2",0.881578947368421,-0.00191382554543496,-1,"underestimate",0,1,-6,1,"Stay",3,"HL","3","Experiment 1"
57,85,85,0,98,104,0,19,6,7,3,35,1,"female",3,4,"High","High",2,"Medium","7",0.86734693877551,-0.0161458341383458,-1,"underestimate",0,1,1,1,"Stay",NA,NA,NA,"Experiment 1"
57,62,62,0,62,50,0,20,7,6,2,35,1,"female",3,4,"High","Medium",3,"High","6",1,0.116507227086144,0,"correct",0,1,-1,1,"Stay",NA,NA,NA,"Experiment 1"
58,72,86,1,93,87,0.933333333333333,1,7,8,3,25,1,"female",9,15,"Low","High",3,"High","8",0.774193548387097,-0.109299224526759,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
58,40,79,0,84,49,4.33333333333333,2,5,7,3,25,1,"female",6,8,"High","High",2,"Medium","7",0.476190476190476,-0.40730229672338,-1,"underestimate",0,0,2,2,"Compromise",NA,NA,NA,"Experiment 1"
58,61,51,1,58,50,0.909090909090909,3,8,5,2,25,1,"female",10,10,"Low","Medium",3,"High","5",1.05172413793103,0.168231365017179,1,"overestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
58,106,85,1,79,85,1,4,8,9,3,25,1,"female",8,11,"Low","High",3,"High","9",1.34177215189873,0.458279378984878,1,"overestimate",1,0,1,3,"Copy",4,"HH","1","Experiment 1"
58,71,59,0,57,58,0.923076923076923,5,7,7,3,25,1,"female",4,7,"High","High",3,"High","7",1.24561403508772,0.362121262173863,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
58,74,88,1,94,89,0.933333333333333,6,7,8,3,25,1,"female",5,12,"Low","High",3,"High","8",0.787234042553192,-0.0962587303606645,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
58,77,62,0,44,58,0.789473684210526,7,7,4,1,25,1,"female",4,6,"High","Low",3,"High","4",1.75,0.866507227086144,1,"overestimate",0,0,-3,2,"Compromise",3,"HL","3","Experiment 1"
58,85,70,1,76,61,0.625,8,7,6,2,25,1,"female",20,6,"Low","Medium",3,"High","6",1.11842105263158,0.234928279717723,1,"overestimate",0,0,-1,2,"Compromise",NA,NA,NA,"Experiment 1"
58,75,88,1,98,90,0.866666666666667,9,6,3,1,25,1,"female",11,6,"Low","Low",2,"Medium","3",0.76530612244898,-0.118186650464876,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
58,23,32,0,62,34,0.818181818181818,10,9,4,1,25,1,"female",7,6,"High","Low",3,"High","4",0.370967741935484,-0.512525030978372,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
58,55,65,1,93,67,0.833333333333333,11,8,3,1,25,1,"female",6,6,"Low","Low",3,"High","3",0.591397849462366,-0.29209492345149,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
58,79,84,0,84,90,0.454545454545455,12,7,3,1,25,1,"female",4,6,"High","Low",3,"High","3",0.94047619047619,0.0569834175623345,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
58,79,64,0,58,63,0.9375,13,8,10,3,25,1,"female",12,7,"High","High",3,"High","10",1.36206896551724,0.478576192603385,1,"overestimate",0,0,2,2,"Compromise",4,"HH","1","Experiment 1"
58,73,81,0,79,86,0.615384615384615,14,7,2,1,25,1,"female",11,7,"High","Low",3,"High","2",0.924050632911392,0.0405578599975365,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
58,84,69,1,57,67,0.882352941176471,15,6,4,1,25,1,"female",4,7,"Low","Low",2,"Medium","4",1.47368421052632,0.59019143761246,1,"overestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
58,80,85,0,94,92,0.416666666666667,16,6,6,2,25,1,"female",3,6,"High","Medium",2,"Medium","6",0.851063829787234,-0.0324289431266219,-1,"underestimate",0,0,0,2,"Compromise",NA,NA,NA,"Experiment 1"
58,77,70,0,44,62,0.466666666666667,17,5,9,3,25,1,"female",4,6,"High","High",2,"Medium","9",1.75,0.866507227086144,1,"overestimate",0,0,4,2,"Compromise",NA,NA,NA,"Experiment 1"
58,78,68,0,76,62,0.625,18,7,7,3,25,1,"female",5,6,"High","High",3,"High","7",1.02631578947368,0.142823016559828,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
58,98,114,1,98,119,0.761904761904762,19,9,4,1,25,1,"female",5,6,"Low","Low",3,"High","4",1,0.116507227086144,0,"correct",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
58,53,56,1,62,61,0.375,20,9,6,2,25,1,"female",6,7,"Low","Medium",3,"High","6",0.854838709677419,-0.0286540632364366,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
59,122,0,1,93,101,5.80952380952381,1,10,5,2,37,2,"male",7,18,"Low","Medium",3,"High","5",1.31182795698925,0.428335184075391,1,"overestimate",0,0,-5,2,"Compromise",NA,NA,NA,"Experiment 1"
59,78,82,0,84,94,0.25,2,9,5,2,37,2,"male",6,8,"High","Medium",3,"High","5",0.928571428571429,0.0450786556575726,-1,"underestimate",0,0,-4,2,"Compromise",NA,NA,NA,"Experiment 1"
59,86,88,1,58,71,-0.133333333333333,3,8,1,1,37,2,"male",6,9,"Low","Low",3,"High","1",1.48275862068966,0.599265847775799,1,"overestimate",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
59,108,109,1,79,86,-0.0454545454545455,4,8,2,1,37,2,"male",6,10,"Low","Low",3,"High","2",1.36708860759494,0.483595834681081,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
59,81,81,1,57,66,0,5,8,1,1,37,2,"male",5,11,"Low","Low",3,"High","1",1.42105263157895,0.537559858665091,1,"overestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
59,72,73,0,94,85,0.0769230769230769,6,8,7,3,37,2,"male",33,9,"High","High",3,"High","7",0.765957446808511,-0.117535326105345,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
59,48,49,1,44,40,-0.125,7,8,10,3,37,2,"male",8,10,"Low","High",3,"High","10",1.09090909090909,0.207416317995235,1,"overestimate",0,0,2,2,"Compromise",4,"HH","1","Experiment 1"
59,73,74,1,76,88,0.0666666666666667,8,7,2,1,37,2,"male",6,9,"Low","Low",3,"High","2",0.960526315789474,0.0770335428756177,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
59,80,81,1,98,95,0.0666666666666667,9,9,7,3,37,2,"male",6,8,"Low","High",3,"High","7",0.816326530612245,-0.0671662423016111,-1,"underestimate",0,0,-2,2,"Compromise",4,"HH","1","Experiment 1"
59,81,82,1,62,65,-0.0625,10,8,8,3,37,2,"male",7,9,"Low","High",3,"High","8",1.30645161290323,0.42295883998937,1,"overestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
59,33,34,0,93,42,0.111111111111111,11,8,3,1,37,2,"male",12,9,"High","Low",3,"High","3",0.354838709677419,-0.528654063236437,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
59,38,39,0,84,46,0.125,12,8,2,1,37,2,"male",7,9,"High","Low",3,"High","2",0.452380952380952,-0.431111820532904,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
59,29,30,0,58,40,0.0909090909090909,13,9,6,2,37,2,"male",7,11,"High","Medium",3,"High","6",0.5,-0.383492772913856,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
59,30,31,0,79,50,0.05,14,7,5,2,37,2,"male",8,11,"High","Medium",3,"High","5",0.379746835443038,-0.503745937470818,-1,"underestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
59,48,49,1,57,58,0.1,15,8,1,1,37,2,"male",9,9,"Low","Low",3,"High","1",0.842105263157895,-0.0413875097559613,-1,"underestimate",0,0,-7,2,"Compromise",3,"HL","3","Experiment 1"
59,65,66,1,94,75,0.1,16,7,7,3,37,2,"male",4,9,"Low","High",3,"High","7",0.691489361702128,-0.192003411211728,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
59,19,20,0,44,19,Inf,17,9,10,3,37,2,"male",7,8,"High","High",3,"High","10",0.431818181818182,-0.451674591095674,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
59,50,51,0,76,64,0.0714285714285714,18,7,1,1,37,2,"male",5,8,"High","Low",3,"High","1",0.657894736842105,-0.225598036071751,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
59,58,59,0,98,71,0.0769230769230769,19,8,7,3,37,2,"male",6,9,"High","High",3,"High","7",0.591836734693878,-0.291656038219978,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
59,55,56,0,62,65,0.1,20,8,8,3,37,2,"male",5,9,"High","High",3,"High","8",0.887096774193548,0.0036040012796924,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
60,70,71,1,93,67,-0.333333333333333,1,6,3,1,41,2,"male",5,9,"Low","Low",2,"Medium","3",0.752688172043011,-0.130804600870845,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
60,65,79,0,84,78,1.07692307692308,2,6,7,3,41,2,"male",5,10,"High","High",2,"Medium","7",0.773809523809524,-0.109683249104332,-1,"underestimate",0,0,1,2,"Compromise",NA,NA,NA,"Experiment 1"
60,71,71,1,58,55,0,3,7,4,1,41,2,"male",5,9,"Low","Low",3,"High","4",1.22413793103448,0.340645158120627,1,"overestimate",0,1,-3,1,"Stay",3,"HL","3","Experiment 1"
60,46,46,0,79,55,0,4,9,10,3,41,2,"male",6,8,"High","High",3,"High","10",0.582278481012658,-0.301214291901198,-1,"underestimate",0,1,1,1,"Stay",4,"HH","1","Experiment 1"
60,84,69,1,57,67,0.882352941176471,5,10,4,1,41,2,"male",5,8,"Low","Low",3,"High","4",1.47368421052632,0.59019143761246,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
60,53,63,0,94,64,0.909090909090909,6,10,1,1,41,2,"male",10,8,"High","Low",3,"High","1",0.563829787234043,-0.319662985679813,-1,"underestimate",0,0,-9,2,"Compromise",3,"HL","3","Experiment 1"
60,65,53,0,44,53,1,7,9,6,2,41,2,"male",5,9,"High","Medium",3,"High","6",1.47727272727273,0.593779954358871,1,"overestimate",1,0,-3,3,"Copy",NA,NA,NA,"Experiment 1"
60,70,82,0,76,82,1,8,8,8,3,41,2,"male",6,11,"High","High",3,"High","8",0.921052631578947,0.0375598586650914,-1,"underestimate",1,0,0,3,"Copy",4,"HH","1","Experiment 1"
60,70,87,1,98,84,1.21428571428571,9,7,4,1,41,2,"male",22,20,"Low","Low",3,"High","4",0.714285714285714,-0.169207058628142,-1,"underestimate",0,0,-3,2,"Compromise",3,"HL","3","Experiment 1"
60,62,72,1,62,73,0.909090909090909,10,7,8,3,41,2,"male",4,12,"Low","High",3,"High","8",1,0.116507227086144,0,"correct",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
60,59,65,0,93,67,0.75,11,8,3,1,41,2,"male",5,14,"High","Low",3,"High","3",0.634408602150538,-0.249084170763318,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
60,74,90,1,84,89,1.06666666666667,12,9,1,1,41,2,"male",5,15,"Low","Low",3,"High","1",0.880952380952381,-0.00254039196147504,-1,"underestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
60,52,67,1,58,65,1.15384615384615,13,8,6,2,41,2,"male",5,9,"Low","Medium",3,"High","6",0.896551724137931,0.0130589512240751,-1,"underestimate",0,0,-2,2,"Compromise",NA,NA,NA,"Experiment 1"
60,64,77,1,79,77,1,14,10,5,2,41,2,"male",4,9,"Low","Medium",3,"High","5",0.810126582278481,-0.073366190635375,-1,"underestimate",1,0,-5,3,"Copy",NA,NA,NA,"Experiment 1"
60,71,59,1,57,58,0.923076923076923,15,10,7,3,41,2,"male",5,11,"Low","High",3,"High","7",1.24561403508772,0.362121262173863,1,"overestimate",0,0,-3,2,"Compromise",4,"HH","1","Experiment 1"
60,73,91,1,94,90,1.05882352941176,16,9,6,2,41,2,"male",3,8,"Low","Medium",3,"High","6",0.776595744680851,-0.106897028233005,-1,"underestimate",0,0,-3,2,"Compromise",NA,NA,NA,"Experiment 1"
