"","ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","age","gender","gender_factor","time_estimate.1","time_estimate.2","uncertainty","confidence_other","confidence_self_category","confidence_self","social_confidence_factor","norm1","std_error","under","under_factor","copy","stay","diff_conf","heuristic","heuristic_f","interaction","interaction_f","linetype","experiment"
"630",63,35,39,1,44,42,0.571428571428571,17,9,4,1,28,2,"male",3,4,"Low","Low",2,"High","4",0.795454545454545,-0.0880382274593106,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
"631",63,69,76,0,76,82,0.538461538461538,18,7,8,2,28,2,"male",2,3,"High","High",2,"High","8",0.907894736842105,0.0244019639282493,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"632",64,69,75,1,93,82,0.461538461538462,1,8,9,2,34,2,"male",7,20,"Low","High",2,"High","9",0.741935483870968,-0.141557289042888,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"633",64,65,58,0,58,52,0.538461538461538,3,3,8,2,34,2,"male",2,9,"High","High",1,"Low","8",1.12068965517241,0.237196882258558,1,"overestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"634",64,59,66,0,79,74,0.466666666666667,4,3,7,2,34,2,"male",4,3,"High","High",1,"Low","7",0.746835443037975,-0.136657329875881,-1,"underestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
"635",64,65,57,1,57,50,0.533333333333333,5,8,9,2,34,2,"male",2,16,"Low","High",2,"High","9",1.14035087719298,0.256858104279126,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"636",64,53,49,1,44,43,0.4,7,8,9,2,34,2,"male",4,6,"Low","High",2,"High","9",1.20454545454545,0.321052681631599,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"637",64,66,73,0,76,79,0.538461538461538,8,3,7,2,34,2,"male",4,3,"High","High",1,"Low","7",0.868421052631579,-0.015071720282277,-1,"underestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
"638",64,80,88,1,98,95,0.533333333333333,9,8,7,2,34,2,"male",6,4,"Low","High",2,"High","7",0.816326530612245,-0.0671662423016111,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"639",64,40,44,0,62,48,0.5,10,7,1,1,34,2,"male",3,4,"High","Low",2,"High","1",0.645161290322581,-0.238331482591275,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"640",64,83,86,1,84,90,0.428571428571429,12,7,3,1,34,2,"male",3,4,"Low","Low",2,"High","3",0.988095238095238,0.104602465181382,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"641",64,63,57,1,58,52,0.545454545454545,13,7,8,2,34,2,"male",8,3,"Low","High",2,"High","8",1.08620689655172,0.202714123637868,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"642",64,50,56,0,94,61,0.545454545454545,16,3,3,1,34,2,"male",4,3,"High","Low",1,"Low","3",0.531914893617021,-0.351577879296835,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"643",64,53,58,1,76,64,0.454545454545455,18,9,1,1,34,2,"male",3,3,"Low","Low",2,"High","1",0.697368421052632,-0.186124351861224,-1,"underestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
"644",64,67,74,0,98,80,0.538461538461538,19,7,3,1,34,2,"male",3,3,"High","Low",2,"High","3",0.683673469387755,-0.199819303526101,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"645",64,59,65,1,62,70,0.545454545454545,20,9,3,1,34,2,"male",4,3,"Low","Low",2,"High","3",0.951612903225806,0.0681201303119505,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"646",65,142,142,1,93,124,0,1,10,8,2,47,2,"male",5,8,"Low","High",2,"High","8",1.52688172043011,0.643388947516252,1,"overestimate",0,1,-2,1,"Stay",4,"HH","1","Experiment 1"
"647",65,150,150,0,84,90,0,2,10,3,1,47,2,"male",11,9,"High","Low",2,"High","3",1.78571428571429,0.90222151280043,1,"overestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
"648",65,135,135,0,58,103,0,3,10,2,1,47,2,"male",5,12,"High","Low",2,"High","2",2.32758620689655,1.4440934339827,1,"overestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
"649",65,147,147,1,79,112,0,4,10,2,1,47,2,"male",116,7,"Low","Low",2,"High","2",1.86075949367089,0.97726672075703,1,"overestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
"650",65,122,122,1,57,87,0,5,10,10,2,47,2,"male",33,10,"Low","High",2,"High","10",2.14035087719298,1.25685810427913,1,"overestimate",0,1,0,1,"Stay",4,"HH","1","Experiment 1"
"651",65,121,121,1,44,75,0,7,10,9,2,47,2,"male",6,8,"Low","High",2,"High","9",2.75,1.86650722708614,1,"overestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
"652",65,126,126,1,76,88,0,8,10,2,1,47,2,"male",6,10,"Low","Low",2,"High","2",1.65789473684211,0.774401963928249,1,"overestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
"653",65,143,143,1,98,116,0,9,10,4,1,47,2,"male",6,7,"Low","Low",2,"High","4",1.45918367346939,0.575690900555532,1,"overestimate",0,1,-6,1,"Stay",3,"HL","3","Experiment 1"
"654",65,145,145,1,62,84,0,10,10,3,1,47,2,"male",7,8,"Low","Low",2,"High","3",2.33870967741935,1.4552169045055,1,"overestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
"655",65,146,146,0,93,111,0,11,10,3,1,47,2,"male",7,7,"High","Low",2,"High","3",1.56989247311828,0.686399700204424,1,"overestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
"656",65,147,147,1,84,124,0,12,10,8,2,47,2,"male",8,7,"Low","High",2,"High","8",1.75,0.866507227086144,1,"overestimate",0,1,-2,1,"Stay",4,"HH","1","Experiment 1"
"657",65,150,150,1,58,100,0,13,10,9,2,47,2,"male",5,8,"Low","High",2,"High","9",2.58620689655172,1.70271412363787,1,"overestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
"658",65,144,144,0,79,112,0,14,10,2,1,47,2,"male",6,7,"High","Low",2,"High","2",1.82278481012658,0.939292037212726,1,"overestimate",0,1,-8,1,"Stay",3,"HL","3","Experiment 1"
"659",65,143,143,0,57,87,0,15,10,10,2,47,2,"male",9,9,"High","High",2,"High","10",2.50877192982456,1.62527915691071,1,"overestimate",0,1,0,1,"Stay",4,"HH","1","Experiment 1"
"660",65,139,139,0,94,103,0,16,10,7,2,47,2,"male",7,7,"High","High",2,"High","7",1.47872340425532,0.595230631341463,1,"overestimate",0,1,-3,1,"Stay",4,"HH","1","Experiment 1"
"661",65,138,138,0,62,97,0,20,10,9,2,47,2,"male",5,8,"High","High",2,"High","9",2.2258064516129,1.34231367869905,1,"overestimate",0,1,-1,1,"Stay",4,"HH","1","Experiment 1"
"662",66,90,82,0,84,70,0.4,2,4,9,2,30,1,"female",2,4,"High","High",1,"Low","9",1.07142857142857,0.187935798514715,1,"overestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"663",66,67,55,0,58,55,1,3,3,4,1,30,1,"female",3,4,"High","Low",1,"Low","4",1.1551724137931,0.271679640879247,1,"overestimate",1,0,1,3,"Copy",1,"LL","11","Experiment 1"
"664",66,54,47,1,44,43,0.636363636363636,7,8,9,2,30,1,"female",5,4,"Low","High",2,"High","9",1.22727272727273,0.343779954358871,1,"overestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"665",66,69,75,1,76,82,0.461538461538462,8,7,3,1,30,1,"female",2,4,"Low","Low",2,"High","3",0.907894736842105,0.0244019639282493,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"666",66,65,74,1,98,78,0.692307692307692,9,4,1,1,30,1,"female",6,3,"Low","Low",1,"Low","1",0.663265306122449,-0.220227466791407,-1,"underestimate",0,0,-3,2,"Compromise",1,"LL","11","Experiment 1"
"667",66,50,50,0,93,56,0,11,7,7,2,30,1,"female",2,5,"High","High",2,"High","7",0.537634408602151,-0.345858364311705,-1,"underestimate",0,1,0,1,"Stay",4,"HH","1","Experiment 1"
"668",66,42,46,0,58,52,0.4,13,3,8,2,30,1,"female",3,2,"High","High",1,"Low","8",0.724137931034483,-0.159354841879373,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"669",66,48,52,1,57,58,0.4,15,7,1,1,30,1,"female",4,3,"Low","Low",2,"High","1",0.842105263157895,-0.0413875097559613,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"670",66,86,96,0,94,103,0.588235294117647,16,4,1,1,30,1,"female",2,3,"High","Low",1,"Low","1",0.914893617021277,0.0314008441074206,-1,"underestimate",0,0,-3,2,"Compromise",1,"LL","11","Experiment 1"
"671",66,38,38,1,44,46,0,17,8,8,2,30,1,"female",4,3,"Low","High",2,"High","8",0.863636363636364,-0.0198564092774923,-1,"underestimate",0,1,0,1,"Stay",4,"HH","1","Experiment 1"
"672",66,82,78,0,76,65,0.235294117647059,18,3,7,2,30,1,"female",2,5,"High","High",1,"Low","7",1.07894736842105,0.195454595507197,1,"overestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
"673",66,49,53,0,62,58,0.444444444444444,20,4,3,1,30,1,"female",18,2,"High","Low",1,"Low","3",0.790322580645161,-0.0931701922686947,-1,"underestimate",0,0,-1,2,"Compromise",1,"LL","11","Experiment 1"
"674",67,115,115,1,93,110,0,1,3,4,1,35,1,"female",12,19,"Low","Low",1,"Low","4",1.23655913978495,0.35306636687109,1,"overestimate",0,1,1,1,"Stay",1,"LL","11","Experiment 1"
"675",67,120,108,0,84,90,0.4,2,2,3,1,35,1,"female",8,7,"High","Low",1,"Low","3",1.42857142857143,0.545078655657573,1,"overestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
"676",67,70,75,0,79,84,0.357142857142857,4,2,9,2,35,1,"female",8,8,"High","High",1,"Low","9",0.886075949367089,0.00258317645323258,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"677",67,68,60,0,57,54,0.571428571428571,5,3,3,1,35,1,"female",6,5,"High","Low",1,"Low","3",1.19298245614035,0.309489683226495,1,"overestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"678",67,53,48,0,44,43,0.5,7,2,9,2,35,1,"female",5,5,"High","High",1,"Low","9",1.20454545454545,0.321052681631599,1,"overestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"679",67,68,71,0,76,82,0.214285714285714,8,1,8,2,35,1,"female",7,5,"High","High",1,"Low","8",0.894736842105263,0.0112440691914072,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"680",67,105,105,1,98,84,0,9,4,4,1,35,1,"female",7,7,"Low","Low",1,"Low","4",1.07142857142857,0.187935798514715,1,"overestimate",0,1,0,1,"Stay",1,"LL","11","Experiment 1"
"681",67,98,98,0,84,78,0,12,2,2,1,35,1,"female",12,5,"High","Low",1,"Low","2",1.16666666666667,0.283173893752811,1,"overestimate",0,1,0,1,"Stay",1,"LL","11","Experiment 1"
"682",67,71,68,1,58,58,0.230769230769231,13,4,7,2,35,1,"female",5,4,"Low","High",1,"Low","7",1.22413793103448,0.340645158120627,1,"overestimate",0,0,3,2,"Compromise",2,"LH","88","Experiment 1"
"683",67,74,75,1,79,90,0.0625,14,4,9,2,35,1,"female",3,4,"Low","High",1,"Low","9",0.936708860759494,0.0532160878456377,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"684",67,72,74,1,94,85,0.153846153846154,16,4,7,2,35,1,"female",4,4,"Low","High",1,"Low","7",0.765957446808511,-0.117535326105345,-1,"underestimate",0,0,3,2,"Compromise",2,"LH","88","Experiment 1"
"685",67,39,40,0,44,46,0.142857142857143,17,1,3,1,35,1,"female",8,4,"High","Low",1,"Low","3",0.886363636363636,0.00287086344978038,-1,"underestimate",0,0,2,2,"Compromise",1,"LL","11","Experiment 1"
"686",67,99,98,1,98,80,0.0526315789473684,19,4,3,1,35,1,"female",3,3,"Low","Low",1,"Low","3",1.01020408163265,0.126711308718797,1,"overestimate",0,0,-1,2,"Compromise",1,"LL","11","Experiment 1"
"687",67,52,56,0,62,63,0.363636363636364,20,2,10,2,35,1,"female",4,6,"High","High",1,"Low","10",0.838709677419355,-0.0447830954945011,-1,"underestimate",0,0,8,2,"Compromise",2,"LH","88","Experiment 1"
"688",68,76,93,1,93,110,0.5,1,2,4,1,28,1,"female",4,4,"Low","Low",1,"Low","4",0.817204301075269,-0.0662884718385871,-1,"underestimate",0,0,2,2,"Compromise",1,"LL","11","Experiment 1"
"689",68,93,82,0,84,75,0.611111111111111,2,2,2,1,28,1,"female",5,5,"High","Low",1,"Low","2",1.10714285714286,0.223650084229001,1,"overestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"690",68,76,65,1,58,63,0.846153846153846,3,3,2,1,28,1,"female",14,5,"Low","Low",1,"Low","2",1.31034482758621,0.426852054672351,1,"overestimate",0,0,-1,2,"Compromise",1,"LL","11","Experiment 1"
"691",68,105,87,0,79,84,0.857142857142857,4,3,9,2,28,1,"female",26,7,"High","High",1,"Low","9",1.32911392405063,0.445621151136777,1,"overestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"692",68,64,57,1,57,51,0.538461538461538,5,3,1,1,28,1,"female",5,5,"Low","Low",1,"Low","1",1.12280701754386,0.239314244630004,1,"overestimate",0,0,-2,2,"Compromise",1,"LL","11","Experiment 1"
"693",68,101,91,1,94,82,0.526315789473684,6,1,7,2,28,1,"female",4,4,"Low","High",1,"Low","7",1.07446808510638,0.190975312192527,1,"overestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"694",68,38,41,1,44,46,0.375,7,4,8,2,28,1,"female",4,5,"Low","High",1,"Low","8",0.863636363636364,-0.0198564092774923,-1,"underestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
"695",68,50,58,0,62,60,0.8,10,3,9,2,28,1,"female",4,7,"High","High",1,"Low","9",0.806451612903226,-0.0770411600106302,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"696",68,42,48,1,84,50,0.75,12,4,10,2,28,1,"female",4,5,"Low","High",1,"Low","10",0.5,-0.383492772913856,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"697",68,100,90,0,79,79,0.476190476190476,14,2,4,1,28,1,"female",4,6,"High","Low",1,"Low","4",1.26582278481013,0.382330011896271,1,"overestimate",0,0,2,2,"Compromise",1,"LL","11","Experiment 1"
"698",68,48,53,0,57,58,0.5,15,4,1,1,28,1,"female",5,4,"High","Low",1,"Low","1",0.842105263157895,-0.0413875097559613,-1,"underestimate",0,0,-3,2,"Compromise",1,"LL","11","Experiment 1"
"699",68,49,43,0,44,40,0.666666666666667,17,3,10,2,28,1,"female",4,5,"High","High",1,"Low","10",1.11363636363636,0.230143590722508,1,"overestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"700",68,73,79,0,76,88,0.4,18,2,2,1,28,1,"female",4,6,"High","Low",1,"Low","2",0.960526315789474,0.0770335428756177,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"701",68,104,96,0,98,85,0.421052631578947,19,1,7,2,28,1,"female",5,6,"High","High",1,"Low","7",1.06122448979592,0.177731716882062,1,"overestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"702",69,42,46,1,93,49,0.571428571428571,1,4,7,2,24,1,"female",6,5,"Low","High",1,"Low","7",0.451612903225806,-0.43187986968805,-1,"underestimate",0,0,3,2,"Compromise",2,"LH","88","Experiment 1"
"703",69,50,56,0,84,60,0.6,2,1,8,2,24,1,"female",3,3,"High","High",1,"Low","8",0.595238095238095,-0.288254677675761,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"704",69,55,64,1,58,66,0.818181818181818,3,2,3,1,24,1,"female",3,5,"Low","Low",1,"Low","3",0.948275862068966,0.0647830891551096,-1,"underestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
"705",69,57,65,0,79,67,0.8,4,2,9,2,24,1,"female",3,2,"High","High",1,"Low","9",0.721518987341772,-0.161973785572084,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"706",69,22,30,0,57,38,0.5,5,3,3,1,24,1,"female",3,3,"High","Low",1,"Low","3",0.385964912280702,-0.497527860633154,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"707",69,52,45,1,44,42,0.7,7,3,4,1,24,1,"female",2,4,"Low","Low",1,"Low","4",1.18181818181818,0.298325408904326,1,"overestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
"708",69,29,34,1,62,35,0.833333333333333,10,2,1,1,24,1,"female",2,3,"Low","Low",1,"Low","1",0.467741935483871,-0.415750837429985,-1,"underestimate",0,0,-1,2,"Compromise",1,"LL","11","Experiment 1"
"709",69,45,55,1,93,57,0.833333333333333,11,4,2,1,24,1,"female",2,2,"Low","Low",1,"Low","2",0.483870967741935,-0.39962180517192,-1,"underestimate",0,0,-2,2,"Compromise",1,"LL","11","Experiment 1"
"710",69,46,51,0,84,53,0.714285714285714,12,4,4,1,24,1,"female",3,3,"High","Low",1,"Low","4",0.547619047619048,-0.335873725294808,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"711",69,27,32,0,58,37,0.5,13,3,10,2,24,1,"female",3,2,"High","High",1,"Low","10",0.46551724137931,-0.417975531534546,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"712",69,22,29,0,57,38,0.4375,15,3,3,1,24,1,"female",4,3,"High","Low",1,"Low","3",0.385964912280702,-0.497527860633154,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"713",69,31,35,0,94,37,0.666666666666667,16,3,10,2,24,1,"female",3,2,"High","High",1,"Low","10",0.329787234042553,-0.553705538871303,-1,"underestimate",0,0,7,2,"Compromise",2,"LH","88","Experiment 1"
"714",69,39,43,1,44,46,0.571428571428571,17,3,8,2,24,1,"female",3,4,"Low","High",1,"Low","8",0.886363636363636,0.00287086344978038,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"715",70,98,82,1,93,77,0.761904761904762,1,9,7,2,35,2,"male",9,9,"Low","High",2,"High","7",1.05376344086022,0.170270667946359,1,"overestimate",0,0,-2,2,"Compromise",4,"HH","1","Experiment 1"
"716",70,51,53,0,84,62,0.181818181818182,2,10,2,1,35,2,"male",7,9,"High","Low",2,"High","2",0.607142857142857,-0.276349915770999,-1,"underestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
"717",70,39,41,0,58,45,0.333333333333333,3,8,4,1,35,2,"male",4,8,"High","Low",2,"High","4",0.672413793103448,-0.211078979810408,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"718",70,75,79,0,79,93,0.222222222222222,4,8,4,1,35,2,"male",5,5,"High","Low",2,"High","4",0.949367088607595,0.0658743156937389,-1,"underestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"719",70,84,71,1,57,67,0.764705882352941,5,8,4,1,35,2,"male",4,6,"Low","Low",2,"High","4",1.47368421052632,0.59019143761246,1,"overestimate",0,0,-4,2,"Compromise",3,"HL","3","Experiment 1"
"720",70,103,89,1,94,85,0.777777777777778,6,8,2,1,35,2,"male",9,4,"Low","Low",2,"High","2",1.09574468085106,0.212251907937208,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"721",70,117,108,1,98,97,0.45,9,8,2,1,35,2,"male",5,4,"Low","Low",2,"High","2",1.19387755102041,0.310384778106552,1,"overestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"722",70,46,50,0,84,60,0.285714285714286,12,8,8,2,35,2,"male",5,7,"High","High",2,"High","8",0.547619047619048,-0.335873725294808,-1,"underestimate",0,0,0,2,"Compromise",4,"HH","1","Experiment 1"
"723",70,31,35,1,58,37,0.666666666666667,13,8,10,2,35,2,"male",4,4,"Low","High",2,"High","10",0.53448275862069,-0.349010014293166,-1,"underestimate",0,0,2,2,"Compromise",4,"HH","1","Experiment 1"
"724",70,46,51,0,79,55,0.555555555555556,14,7,10,2,35,2,"male",5,4,"High","High",2,"High","10",0.582278481012658,-0.301214291901198,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1"
"725",70,33,36,0,57,42,0.333333333333333,15,8,7,2,35,2,"male",4,7,"High","High",2,"High","7",0.578947368421053,-0.304545404492803,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"726",70,95,83,1,94,75,0.6,16,8,7,2,35,2,"male",11,5,"Low","High",2,"High","7",1.01063829787234,0.127145524958485,1,"overestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"727",70,66,71,1,76,79,0.384615384615385,18,8,2,1,35,2,"male",14,4,"Low","Low",2,"High","2",0.868421052631579,-0.015071720282277,-1,"underestimate",0,0,-6,2,"Compromise",3,"HL","3","Experiment 1"
"728",70,95,103,1,98,111,0.5,19,9,8,2,35,2,"male",4,6,"Low","High",2,"High","8",0.969387755102041,0.0858949821881848,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"729",70,21,22,0,62,24,0.333333333333333,20,7,10,2,35,2,"male",7,6,"High","High",2,"High","10",0.338709677419355,-0.544783095494501,-1,"underestimate",0,0,3,2,"Compromise",4,"HH","1","Experiment 1"
"730",71,70,67,1,93,67,1,1,7,3,1,47,2,"male",17,12,"Low","Low",2,"High","3",0.752688172043011,-0.130804600870845,-1,"underestimate",1,0,-4,3,"Copy",3,"HL","3","Experiment 1"
"731",71,28,30,0,58,30,1,3,4,1,1,47,2,"male",13,10,"High","Low",1,"Low","1",0.482758620689655,-0.400734152224201,-1,"underestimate",1,0,-3,3,"Copy",1,"LL","11","Experiment 1"
"732",71,10,12,0,44,12,1,7,4,10,2,47,2,"male",10,17,"High","High",1,"Low","10",0.227272727272727,-0.656220045641129,-1,"underestimate",1,0,6,3,"Copy",2,"LH","88","Experiment 1"
"733",71,48,57,1,98,57,1,9,4,2,1,47,2,"male",9,10,"Low","Low",1,"Low","2",0.489795918367347,-0.393696854546509,-1,"underestimate",1,0,-2,3,"Copy",1,"LL","11","Experiment 1"
"734",71,24,36,0,94,36,1,16,4,2,1,47,2,"male",9,11,"High","Low",1,"Low","2",0.25531914893617,-0.628173623977686,-1,"underestimate",1,0,-2,3,"Copy",1,"LL","11","Experiment 1"
"735",72,32,37,0,58,37,1,3,3,10,2,51,1,"female",5,12,"High","High",1,"Low","10",0.551724137931034,-0.331768634982821,-1,"underestimate",1,0,7,3,"Copy",2,"LH","88","Experiment 1"
"736",72,62,62,1,79,75,0,4,3,2,1,51,1,"female",7,8,"Low","Low",1,"Low","2",0.784810126582278,-0.0986826463315775,-1,"underestimate",0,1,-1,1,"Stay",1,"LL","11","Experiment 1"
"737",72,27,28,0,57,38,0.0909090909090909,5,2,3,1,51,1,"female",8,8,"High","Low",1,"Low","3",0.473684210526316,-0.40980856238754,-1,"underestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
"738",72,49,55,0,94,57,0.75,6,2,8,2,51,1,"female",6,10,"High","High",1,"Low","8",0.521276595744681,-0.362216177169175,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"739",72,60,68,1,98,72,0.666666666666667,9,3,8,2,51,1,"female",6,10,"Low","High",1,"Low","8",0.612244897959184,-0.271247874954672,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"740",72,34,35,1,62,40,0.166666666666667,10,4,4,1,51,1,"female",5,8,"Low","Low",1,"Low","4",0.548387096774194,-0.335105676139662,-1,"underestimate",0,0,0,2,"Compromise",1,"LL","11","Experiment 1"
"741",72,28,31,0,93,42,0.214285714285714,11,2,3,1,51,1,"female",6,8,"High","Low",1,"Low","3",0.301075268817204,-0.582417504096652,-1,"underestimate",0,0,1,2,"Compromise",1,"LL","11","Experiment 1"
"742",72,33,34,0,84,34,1,12,2,10,2,51,1,"female",4,6,"High","High",1,"Low","10",0.392857142857143,-0.490635630056713,-1,"underestimate",1,0,8,3,"Copy",2,"LH","88","Experiment 1"
"743",72,56,56,1,58,66,0,13,4,3,1,51,1,"female",4,6,"Low","Low",1,"Low","3",0.96551724137931,0.0820244684654544,-1,"underestimate",0,1,-1,1,"Stay",1,"LL","11","Experiment 1"
"744",72,41,43,0,79,47,0.333333333333333,14,2,7,2,51,1,"female",5,6,"High","High",1,"Low","7",0.518987341772152,-0.364505431141704,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"745",72,40,40,1,57,47,0,15,2,1,1,51,1,"female",5,6,"Low","Low",1,"Low","1",0.701754385964912,-0.181738386948944,-1,"underestimate",0,1,-1,1,"Stay",1,"LL","11","Experiment 1"
"746",72,38,45,0,76,47,0.777777777777778,18,2,8,2,51,1,"female",7,7,"High","High",1,"Low","8",0.5,-0.383492772913856,-1,"underestimate",0,0,6,2,"Compromise",2,"LH","88","Experiment 1"
"747",72,44,45,0,98,49,0.2,19,2,7,2,51,1,"female",6,7,"High","High",1,"Low","7",0.448979591836735,-0.434513181077121,-1,"underestimate",0,0,5,2,"Compromise",2,"LH","88","Experiment 1"
"748",72,55,60,1,62,65,0.5,20,4,8,2,51,1,"female",7,7,"Low","High",1,"Low","8",0.887096774193548,0.0036040012796924,-1,"underestimate",0,0,4,2,"Compromise",2,"LH","88","Experiment 1"
"749",73,43,44,0,84,53,0.1,2,9,4,1,48,1,"female",12,11,"High","Low",2,"High","4",0.511904761904762,-0.371588011009094,-1,"underestimate",0,0,-5,2,"Compromise",3,"HL","3","Experiment 1"
"750",73,27,27,0,79,18,0,4,8,1,1,48,1,"female",9,10,"High","Low",2,"High","1",0.341772151898734,-0.541720621015122,-1,"underestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
"751",73,90,94,1,94,103,0.307692307692308,6,8,7,2,48,1,"female",7,19,"Low","High",2,"High","7",0.957446808510638,0.0739540355967824,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"752",73,18,18,0,44,27,0,7,8,1,1,48,1,"female",12,11,"High","Low",2,"High","1",0.409090909090909,-0.474401863822947,-1,"underestimate",0,1,-7,1,"Stay",3,"HL","3","Experiment 1"
"753",73,37,38,0,76,47,0.1,8,7,8,2,48,1,"female",8,9,"High","High",2,"High","8",0.486842105263158,-0.396650667650698,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"754",73,92,97,1,98,110,0.277777777777778,9,8,7,2,48,1,"female",9,9,"Low","High",2,"High","7",0.938775510204082,0.0552827372902257,-1,"underestimate",0,0,-1,2,"Compromise",4,"HH","1","Experiment 1"
"755",73,67,75,1,93,82,0.533333333333333,11,8,9,2,48,1,"female",7,10,"Low","High",2,"High","9",0.720430107526882,-0.163062665386974,-1,"underestimate",0,0,1,2,"Compromise",4,"HH","1","Experiment 1"
"756",73,33,34,0,58,39,0.166666666666667,13,9,1,1,48,1,"female",7,8,"High","Low",2,"High","1",0.568965517241379,-0.314527255672477,-1,"underestimate",0,0,-8,2,"Compromise",3,"HL","3","Experiment 1"
